,Timestamp,Longitude,Latitude,Speed,Operatorname,Operator,CGI,Node,CellID,LAC,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,LTERSSI,ARFCN,DL_bitrate,UL_bitrate,PSC,Altitude,Height,Accuracy,Location,State,DataConnection_Type,DataConnection_Info,Layer,Distance,Bearing,IP,TA,EVENT,EVENTDETAILS,SERVINGTIME,CELLHEX,NODEHEX,LACHEX,RAWCELLID,VERSION_NAME,VERSION_CODE,DEVICE,BAND,BANDWIDTH,SecondCell_NODE,SecondCell_CELLID,SecondCell_RSRP,SecondCell_RSRQ,SecondCell_SNR,CSI_SNR,NetworkTypeNum,CA,SecondCell_PSC,SecondCell_ARFCN,SecondCell_BAND,Site_BEARING,BATTERY,CHARGING,FOREGROUND,AVGSPEED,Update_newF,Update_oldF,NTech1,NCellid1,NLAC1,NCell1,NARFCN1,NRxLev1,NQual1,NTech2,NCell2,NARFCN2,NRxLev2,NQual2,NTech3,NCell3,NARFCN3,NRxLev3,NQual3,NTech4,NCell4,NARFCN4,NRxLev4,NQual4,NTech5,NCell5,NARFCN5,NRxLev5,NQual5,NTech6,NCell6,NARFCN6,NRxLev6,NQual6,NTech7,NCell7,NARFCN7,NRxLev7,NQual7,NTech8,NCell8,NARFCN8,NRxLev8,NQual8,NTech9,NCell9,NARFCN9,NRxLev9,NQual9,NTech10,NCell10,NARFCN10,NRxLev10,NQual10,NTech11,NCell11,NARFCN11,NRxLev11,NQual11,NTech12,NCell12,NARFCN12,NRxLev12,NQual12,NTech13,NCell13,NARFCN13,NRxLev13,NQual13,NTech14,NCell14,NARFCN14,NRxLev14,NQual14,NTech15,NCell15,NARFCN15,NRxLev15,NQual15,NTech16,NCell16,NARFCN16,NRxLev16,NQual16,NTech17,NCell17,NARFCN17,NRxLev17,NQual17,NTech18,NRxLev18,NQual18
784,2024.10.28_17.28.11,18.016839,59.300467,57,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,129705,46,63,63,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,,,4,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-78.0,-11.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,1,13,4G,100745-24,5.0,23.0,1471.0,-78.0,-11.0,4G,16.0,1471.0,-83.0,-15.0,4G,16.0,3150.0,-94.0,-19.0,4G,46.0,,-91.0,-11.0,4G,47.0,,-96.0,-13.0,4G,72.0,,-102.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,2024.10.28_17.28.11,18.016839,59.300467,57,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,119510,46,63,63,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,PERIODIC,,5,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-78.0,-8.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,14,4G,100745-24,5.0,23.0,1471.0,-78.0,-8.0,4G,16.0,1471.0,-88.0,-14.0,4G,16.0,1300.0,-85.0,-15.0,4G,16.0,3150.0,-101.0,-18.0,4G,46.0,,-90.0,-10.0,4G,47.0,,-98.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,2024.10.28_17.28.12,18.016575,59.300418,57,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,119510,46,63,63,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,,,5,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-78.0,-8.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,14,4G,100745-24,5.0,23.0,1471.0,-78.0,-8.0,4G,16.0,1471.0,-88.0,-14.0,4G,16.0,1300.0,-85.0,-15.0,4G,16.0,3150.0,-101.0,-18.0,4G,46.0,,-90.0,-10.0,4G,47.0,,-98.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,2024.10.28_17.28.12,18.016575,59.300418,57,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,125740,46,63,63,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,PERIODIC,,6,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-78.0,-8.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,1,15,4G,100745-24,5.0,23.0,1471.0,-78.0,-8.0,4G,16.0,1471.0,-88.0,-14.0,4G,16.0,1300.0,-85.0,-15.0,4G,16.0,3150.0,-101.0,-18.0,4G,46.0,,-90.0,-10.0,4G,47.0,,-98.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,2024.10.28_17.28.13,18.016575,59.300418,57,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,130611,46,63,63,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,PERIODIC,,7,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-76.0,-11.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,16,4G,100745-24,5.0,23.0,1471.0,-76.0,-11.0,4G,16.0,1471.0,-79.0,-11.0,4G,16.0,1300.0,-84.0,-13.0,4G,16.0,3150.0,-96.0,-14.0,4G,26.0,6300.0,-73.0,-13.0,4G,46.0,,-87.0,-10.0,4G,47.0,,-90.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,2024.10.28_17.28.14,18.016048,59.300318,57,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,130611,46,65,65,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,,,7,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-76.0,-11.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,16,4G,100745-24,5.0,23.0,1471.0,-76.0,-11.0,4G,16.0,1471.0,-79.0,-11.0,4G,16.0,1300.0,-84.0,-13.0,4G,16.0,3150.0,-96.0,-14.0,4G,26.0,6300.0,-73.0,-13.0,4G,46.0,,-87.0,-10.0,4G,47.0,,-90.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,2024.10.28_17.28.14,18.016048,59.300318,57,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,132469,46,65,65,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,PERIODIC,,8,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-76.0,-11.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,17,4G,100745-24,5.0,23.0,1471.0,-76.0,-11.0,4G,16.0,1471.0,-79.0,-11.0,4G,16.0,1300.0,-84.0,-13.0,4G,16.0,3150.0,-96.0,-14.0,4G,26.0,6300.0,-73.0,-13.0,4G,46.0,,-87.0,-10.0,4G,47.0,,-90.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,2024.10.28_17.28.15,18.015779,59.30027,58,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,132469,46,64,64,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,,,8,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-76.0,-11.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,17,4G,100745-24,5.0,23.0,1471.0,-76.0,-11.0,4G,16.0,1471.0,-79.0,-11.0,4G,16.0,1300.0,-84.0,-13.0,4G,16.0,3150.0,-96.0,-14.0,4G,26.0,6300.0,-73.0,-13.0,4G,46.0,,-87.0,-10.0,4G,47.0,,-90.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,2024.10.28_17.28.15,18.015779,59.30027,58,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,131268,46,64,64,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,PERIODIC,,9,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-73.0,-7.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,18,4G,100745-24,5.0,23.0,1471.0,-73.0,-7.0,4G,16.0,1471.0,-84.0,-16.0,4G,16.0,1300.0,-82.0,-15.0,4G,26.0,6300.0,-71.0,-13.0,4G,46.0,,-81.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,2024.10.28_17.28.16,18.015516,59.30022,58,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,131268,46,65,65,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,,,9,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-73.0,-7.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,18,4G,100745-24,5.0,23.0,1471.0,-73.0,-7.0,4G,16.0,1471.0,-84.0,-16.0,4G,16.0,1300.0,-82.0,-15.0,4G,26.0,6300.0,-71.0,-13.0,4G,46.0,,-81.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,2024.10.28_17.28.16,18.015516,59.30022,58,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,137012,46,65,65,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,PERIODIC,,10,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-73.0,-7.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,1,19,4G,100745-24,5.0,23.0,1471.0,-73.0,-7.0,4G,16.0,1471.0,-84.0,-16.0,4G,16.0,1300.0,-82.0,-15.0,4G,26.0,6300.0,-71.0,-13.0,4G,46.0,,-81.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,2024.10.28_17.28.17,18.015252,59.300169,58,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,137012,46,65,65,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,,,10,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-73.0,-7.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,1,19,4G,100745-24,5.0,23.0,1471.0,-73.0,-7.0,4G,16.0,1471.0,-84.0,-16.0,4G,16.0,1300.0,-82.0,-15.0,4G,26.0,6300.0,-71.0,-13.0,4G,46.0,,-81.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,2024.10.28_17.28.17,18.015252,59.300169,58,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,142585,46,65,65,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,PERIODIC,,11,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-77.0,-9.0,0.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,20,4G,100745-24,5.0,23.0,1471.0,-77.0,-9.0,4G,16.0,1471.0,-81.0,-10.0,4G,16.0,1300.0,-79.0,-15.0,4G,16.0,3150.0,-93.0,-16.0,4G,26.0,6300.0,-74.0,-12.0,4G,46.0,,-83.0,-10.0,4G,47.0,,-91.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,2024.10.28_17.28.18,18.014984,59.300117,59,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,142585,46,66,66,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,,,11,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-77.0,-9.0,0.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,20,4G,100745-24,5.0,23.0,1471.0,-77.0,-9.0,4G,16.0,1471.0,-81.0,-10.0,4G,16.0,1300.0,-79.0,-15.0,4G,16.0,3150.0,-93.0,-16.0,4G,26.0,6300.0,-74.0,-12.0,4G,46.0,,-83.0,-10.0,4G,47.0,,-91.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,2024.10.28_17.28.18,18.014984,59.300117,59,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,130396,46,66,66,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,PERIODIC,,12,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-77.0,-9.0,0.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,1,21,4G,100745-24,5.0,23.0,1471.0,-77.0,-9.0,4G,16.0,1471.0,-81.0,-10.0,4G,16.0,1300.0,-79.0,-15.0,4G,16.0,3150.0,-93.0,-16.0,4G,26.0,6300.0,-74.0,-12.0,4G,46.0,,-83.0,-10.0,4G,47.0,,-91.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,2024.10.28_17.28.19,18.014708,59.300063,60,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,130396,46,66,66,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,,,12,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-77.0,-9.0,0.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,1,21,4G,100745-24,5.0,23.0,1471.0,-77.0,-9.0,4G,16.0,1471.0,-81.0,-10.0,4G,16.0,1300.0,-79.0,-15.0,4G,16.0,3150.0,-93.0,-16.0,4G,26.0,6300.0,-74.0,-12.0,4G,46.0,,-83.0,-10.0,4G,47.0,,-91.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,2024.10.28_17.28.19,18.014708,59.300063,60,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,126307,46,66,66,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,PERIODIC,,13,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-74.0,-7.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,22,4G,100745-24,5.0,23.0,1471.0,-74.0,-7.0,4G,16.0,1300.0,-80.0,-13.0,4G,26.0,6300.0,-76.0,-12.0,4G,46.0,,-79.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,2024.10.28_17.28.20,18.014431,59.300009,61,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,126307,46,66,66,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,,,13,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-74.0,-7.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,0,22,4G,100745-24,5.0,23.0,1471.0,-74.0,-7.0,4G,16.0,1300.0,-80.0,-13.0,4G,26.0,6300.0,-76.0,-12.0,4G,46.0,,-79.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,2024.10.28_17.28.20,18.014431,59.300009,61,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,136389,46,66,66,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,PERIODIC,,14,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-74.0,-7.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,1,23,4G,100745-24,5.0,23.0,1471.0,-74.0,-7.0,4G,16.0,1300.0,-80.0,-13.0,4G,26.0,6300.0,-76.0,-12.0,4G,46.0,,-79.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,2024.10.28_17.28.21,18.014151,59.299954,61,Telia,24001,240010000000024,100745,24,0,5G,5G NSA,-99,-11,0.0,,,634080,0,136389,46,66,66,5,G,D,M,20,1,-1,1000,100.101.226.137,0.0,,,14,18,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,100745.0,24.0,-74.0,-7.0,1.0,0.0,20,True,23.0,1471.0,L3,1000,90,True,False,0,1,23,4G,100745-24,5.0,23.0,1471.0,-74.0,-7.0,4G,16.0,1300.0,-80.0,-13.0,4G,26.0,6300.0,-76.0,-12.0,4G,46.0,,-79.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
