Model,Alpha,Training samples,Reserved ratio,Empirical coverage,Empirical width
CQRF,0.1,,0.15,0.8299689440993789,56.59086608886719
CQNN,0.1,,0.15,0.6571428571428571,48.11074447631836
CSRF,0.1,,0.15,0.5937888198757764,32.07892765273756
CSXGB,0.1,,0.15,0.5809006211180124,30.865842819213867
QNN,0.1,,0.15,0.6725155279503106,44.77067184448242
QRF,0.1,,0.15,0.8290372670807453,56.78965377807617
