Model,Alpha,Training samples,Reserved ratio,Empirical coverage,Empirical width
CSRF,0.2,,0.15,0.8001304206064558,24.847143268661096
CSXGB,0.2,,0.15,0.8161069448972937,24.37017822265625
QNN,0.2,,0.15,0.8428431692207369,35.893287658691406
QRF,0.2,,0.15,0.7208999021845451,15.212593078613281
CQRF,0.2,,0.15,0.7991522660580371,17.73565101623535
CQNN,0.2,,0.15,0.7994783175741768,35.396156311035156
CSRF,0.2,,0.15,0.7939354417998044,23.718700532542087
CSXGB,0.2,,0.15,0.7874144114770134,21.97565269470215
QNN,0.2,,0.15,0.8164329964134334,34.628562927246094
QRF,0.2,,0.15,0.7215520052168243,15.054201126098633
CQRF,0.2,,0.15,0.7841538963156178,17.247356414794922
CQNN,0.2,,0.15,0.7678513205086404,33.494895935058594
CSRF,0.2,,0.15,0.7795891750896642,22.36339259647284
CSXGB,0.2,,0.15,0.7821975872187805,21.615097045898438
QNN,0.2,,0.15,0.836974241930225,35.50487518310547
QRF,0.2,,0.15,0.7137267688294751,14.684011459350586
CQRF,0.2,,0.15,0.7896967720899902,17.39492416381836
CQNN,0.2,,0.15,0.7903488751222694,33.444908142089844
CSRF,0.2,,0.15,0.8033909357678514,24.660129547071598
CSXGB,0.2,,0.15,0.791327029670688,22.766267776489258
QNN,0.2,,0.15,0.8099119660906423,33.94856262207031
QRF,0.2,,0.15,0.716661232474731,14.82802677154541
CQRF,0.2,,0.15,0.8073035539615259,18.178293228149414
CQNN,0.2,,0.15,0.7932833387675252,33.685142517089844
CSRF,0.2,,0.15,0.797848059993479,23.870290927284216
CSXGB,0.2,,0.15,0.8017606781871536,22.969100952148438
QNN,0.2,,0.15,0.8298011085751549,35.39759063720703
QRF,0.2,,0.15,0.7156830779263124,14.956645011901855
CQRF,0.2,,0.15,0.8069775024453864,17.700571060180664
CQNN,0.2,,0.15,0.7923051842191067,34.02252197265625
CSRF,0.2,,0.15,0.7988262145418976,23.981900853242966
CSXGB,0.2,,0.15,0.7936093902836648,22.64558219909668
QNN,0.2,,0.15,0.8073035539615259,33.941341400146484
QRF,0.2,,0.15,0.7329638082817085,15.001044273376465
CQRF,0.2,,0.15,0.8164329964134334,18.224769592285156
CQNN,0.2,,0.15,0.8164329964134334,37.63670349121094
CSRF,0.2,,0.15,0.8170850994457124,25.058584042364163
CSXGB,0.2,,0.15,0.8020867297032931,22.977201461791992
QNN,0.2,,0.15,0.8337137267688295,35.349090576171875
QRF,0.2,,0.15,0.7332898597978481,15.125048637390137
CQRF,0.2,,0.15,0.8128464297358983,17.750354766845703
CQNN,0.2,,0.15,0.8138245842843169,35.01535415649414
CSRF,0.2,,0.15,0.8059993478969677,23.725462916186547
CSXGB,0.2,,0.15,0.8115422236713401,23.611650466918945
QNN,0.2,,0.15,0.7955656993805021,33.0388069152832
QRF,0.2,,0.15,0.7352461688946854,14.71843433380127
CQRF,0.2,,0.15,0.7998043690903163,17.67970085144043
CQNN,0.2,,0.15,0.8242582328007825,34.91427993774414
CSRF,0.2,,0.15,0.8086077600260841,25.31970253104962
CSXGB,0.2,,0.15,0.7910009781545484,22.780574798583984
QNN,0.2,,0.15,0.8399087055754809,34.4589958190918
QRF,0.2,,0.15,0.7163351809585915,14.789628982543945
CQRF,0.2,,0.15,0.8170850994457124,17.949586868286133
CQNN,0.2,,0.15,0.8157808933811542,33.960357666015625
CSRF,0.2,,0.15,0.791979132702967,24.36438273544475
CSXGB,0.2,,0.15,0.8046951418324095,24.5749568939209
QNN,0.2,,0.15,0.8086077600260841,33.394893646240234
QRF,0.2,,0.15,0.7332898597978481,15.068493843078613
CQRF,0.2,,0.15,0.7988262145418976,17.467784881591797
CQNN,0.2,,0.15,0.7887186175415716,33.443153381347656
CSRF,0.2,,0.15,0.8033909357678514,24.35675025089273
CSXGB,0.2,,0.15,0.8092598630583632,24.017057418823242
QNN,0.2,,0.15,0.8474078904466906,36.594932556152344
QRF,0.2,,0.15,0.7306814476687317,14.957488059997559
CQRF,0.2,,0.15,0.7991522660580371,17.539379119873047
CQNN,0.2,,0.15,0.7968699054450603,33.58977508544922
CSRF,0.2,,0.15,0.8001304206064558,24.93508789111732
CSXGB,0.2,,0.15,0.8014346266710141,24.037519454956055
QNN,0.2,,0.15,0.8327355722204108,36.018310546875
QRF,0.2,,0.15,0.7218780567329638,15.06999397277832
CQRF,0.2,,0.15,0.7971959569611998,17.580726623535156
CQNN,0.2,,0.15,0.8187153570264102,34.90263366699219
CSRF,0.2,,0.15,0.7923051842191067,24.296857435611145
CSXGB,0.2,,0.15,0.7877404629931529,21.787776947021484
QNN,0.2,,0.15,0.8578415389631562,35.428321838378906
QRF,0.2,,0.15,0.7323117052494295,15.092403411865234
CQRF,0.2,,0.15,0.7890446690577111,17.510963439941406
CQNN,0.2,,0.15,0.8187153570264102,35.99750900268555
CSRF,0.2,,0.15,0.8102380176067818,25.67886511940056
CSXGB,0.2,,0.15,0.7955656993805021,23.1503963470459
QNN,0.2,,0.15,0.8920769481578089,43.954917907714844
QRF,0.2,,0.15,0.7218780567329638,15.058161735534668
CQRF,0.2,,0.15,0.7971959569611998,17.53553009033203
CQNN,0.2,,0.15,0.7779589175089664,32.83893585205078
CSRF,0.2,,0.15,0.8086077600260841,25.81229872635183
CSXGB,0.2,,0.15,0.8170850994457124,24.428504943847656
QNN,0.2,,0.15,0.8017606781871536,32.53889846801758
QRF,0.2,,0.15,0.7228562112813824,14.581918716430664
