Model,Alpha,Training samples,Reserved ratio,Empirical coverage,Empirical width
CQRF,0.1,,0.15,0.9038914277800859,56.575172424316406
CQNN,0.1,,0.15,0.7710843373493976,51.49491882324219
L-RF,0.1,,0.15,0.7147209527766237,31.66829037632104
L-XGB,0.1,,0.15,0.711397313391497,29.47344207763672
QNN,0.1,,0.15,0.7888104140700734,52.315391540527344
QRF,0.1,,0.15,0.9005677883949591,56.5715446472168
